make,model,model_variant,color,carType,city,drive,manufacture_month,manufacture_year,mileage,mileage_unit,type,price_on_request,zip,country,currency,fuel_consumption_unit,condition
Maserati,QUATTROPORTE,MASERATI Quattroporte 4.2 Sport GT,Black,Limousine,Zuzwil,Hinterradantrieb,4,2008,58900.0,Km,car,"",null,null,null,null,null
Mercedes,E 63 AMG,MERCEDES-BENZ E 63 AMG,Black,Limousine,Zuzwil,Hinterradantrieb,6,2009,34500.0,Km,car,"",null,null,null,null,null
Aston Martin,V8 Vantage,ASTON MARTIN V8 Vantage 4.3,Black,Coupé,Zuzwil,Hinterradantrieb,2,2007,35500.0,Km,car,"",null,null,null,null,null
Alpina,5 SERIES,BMW-ALPINA B5 BiTurbo 4.4 V8,Black,Limousine,Zuzwil,Hinterradantrieb,6,2012,4950.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo,Black,SUV / Geländewagen,Zuzwil,Allrad,1,2011,39000.0,Km,car,"",null,null,null,null,null
Jaguar,XK,JAGUAR XKR S/C,Black,Coupé,Zuzwil,Hinterradantrieb,5,1999,89666.0,Km,car,"",null,null,null,null,null
Mercedes,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Black,Cabriolet,Zuzwil,Hinterradantrieb,3,2006,49000.0,Km,car,"",null,null,null,null,null
Ford,MUSTANG,FORD (USA) Mustang Shelby GT500,Other,Coupé,Zuzwil,Hinterradantrieb,3,2012,92000.0,Km,car,"",null,null,null,null,null
Lamborghini,DIABLO,LAMBORGHINI Diablo 5.7,Blue,Coupé,Porrentruy,Hinterradantrieb,4,1993,49500.0,Km,car,"",null,null,null,null,null
Opel,FRONTERA,OPEL Frontera 3.2i V6 Limited,Black,SUV / Geländewagen,Zuzwil,Allrad,5,2001,153900.0,Km,car,"",null,null,null,null,null
Aston Martin,V8 Vantage,ASTON MARTIN V8 Vantage 4.3,Black,Coupé,Zuzwil,Hinterradantrieb,7,2007,28800.0,Km,car,"",null,null,null,null,null
Mercedes,SLK 55 AMG,MERCEDES-BENZ SLK 55 AMG Black Series,Black,Coupé,Zuzwil,Hinterradantrieb,10,2006,25000.0,Km,car,"",null,null,null,null,null
Chevrolet,CORVETTE,CHEVROLET Corvette 5.7 LT1 Convert.,Black,Cabriolet,Zuzwil,Hinterradantrieb,7,1994,68200.0,Km,car,"",null,null,null,null,null
Mercedes,300,MERCEDES-BENZ 300 SEL 3.5,Black,Limousine,Zuzwil,Hinterradantrieb,5,1971,145100.0,Km,car,"",null,null,null,null,null
Alfa Romeo,SPIDER,ALFA ROMEO Spider 2.0,Black,Cabriolet,Zuzwil,Hinterradantrieb,4,1988,69300.0,Km,car,"",null,null,null,null,null
Aston Martin,V8 Vantage,ASTON MARTIN V8 Vantage 4.3,Black,Coupé,Zuzwil,Hinterradantrieb,1,2006,92500.0,Km,car,"",null,null,null,null,null
Mercedes,SLK 230,MERCEDES-BENZ SLK 230 Kompressor,Black,Cabriolet,Zuzwil,Hinterradantrieb,5,2002,38700.0,Km,car,"",null,null,null,null,null
Saab,9-3,SAAB 9-3 2.0i-16 TS Aero,Black,Limousine,Zuzwil,Vorderradantrieb,9,2001,134600.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera Cabrio,Black,Cabriolet,Zuzwil,Hinterradantrieb,8,1996,81900.0,Km,car,"",null,null,null,null,null
Mercedes,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Blue,Cabriolet,Zuzwil,Hinterradantrieb,2,2003,59300.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Black,Kombi,Zuzwil,Allrad,2,2003,43800.0,Km,car,"",null,null,null,null,null
Lotus,EUROPA,LOTUS EUROPA,Black,Coupé,Zuzwil,Hinterradantrieb,3,1969,62200.0,Km,car,"",null,null,null,null,null
Mercedes,CL 500,MERCEDES-BENZ CL 500,Black,Coupé,Zuzwil,Hinterradantrieb,1,2001,27800.0,Km,car,"",null,null,null,null,null
BMW,M5,BMW M5,Black,Limousine,Zuzwil,Hinterradantrieb,1,2000,171000.0,Km,car,"",null,null,null,null,null
VW,PHAETON,VW Phaeton 6.0 W12 4Motion,Black,Limousine,Zuzwil,Allrad,10,2002,50400.0,Km,car,"",null,null,null,null,null
Lamborghini,DIABLO,LAMBORGHINI Diablo 5.7,Black,Coupé,Zuzwil,Hinterradantrieb,12,2000,20600.0,Km,car,"",null,null,null,null,null
Mercedes,SL 600,MERCEDES-BENZ SL 600,Black,Cabriolet,Zuzwil,Hinterradantrieb,9,1992,52500.0,Km,car,"",null,null,null,null,null
Opel,MANTA,OPEL MANTA 400 Breitbau,Black,Coupé,Zuzwil,Hinterradantrieb,7,1982,60990.0,Km,car,"",null,null,null,null,null
BMW,750,BMW 750i xDrive,Black,Limousine,Zuzwil,Allrad,10,2009,45000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 GT2,Black,Coupé,Zuzwil,Hinterradantrieb,3,2004,54100.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 GT2,Blue,Coupé,Zuzwil,Hinterradantrieb,12,2002,61300.0,Km,car,"",null,null,null,null,null
Opel,VECTRA,OPEL Vectra 2.8 T V6 Cosmo,Black,Limousine,Zuzwil,Vorderradantrieb,5,2006,90600.0,Km,car,"",null,null,null,null,null
BMW,X5,BMW X5 4.4i,Black,SUV / Geländewagen,Zuzwil,Allrad,6,2001,79900.0,Km,car,"",null,null,null,null,null
Mercedes,SL-CLASS,MERCEDES-BENZ 500 SL,Black,Cabriolet,Zuzwil,Hinterradantrieb,5,1985,97000.0,Km,car,"",null,null,null,null,null
Mercedes,S 500,MERCEDES-BENZ S 500,Black,Limousine,Zuzwil,Hinterradantrieb,11,2005,1500.0,Km,car,"",null,null,null,null,null
Mercedes,CLS 500,MERCEDES-BENZ CLS 500,Black,Limousine,Zuzwil,Hinterradantrieb,1,2005,21300.0,Km,car,"",null,null,null,null,null
Mercedes,G 63 AMG,MERCEDES-BENZ G 63 AMG,Black,SUV / Geländewagen,Zuzwil,Allrad,4,2013,28100.0,Km,car,"",null,null,null,null,null
Mercedes,S 63 AMG,MERCEDES-BENZ S 63 AMG L,Black,Limousine,Zuzwil,Hinterradantrieb,8,2008,45600.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Targa,Black,Cabriolet,Zuzwil,Hinterradantrieb,5,1997,74000.0,Km,car,"",null,null,null,null,null
Nissan,MURANO,NISSAN Murano 3.5 V6,Black,SUV / Geländewagen,Zuzwil,Allrad,10,2005,54500.0,Km,car,"",null,null,null,null,null
Ferrari,F355,FERRARI F355 Berlinetta,Black,Coupé,Zuzwil,Hinterradantrieb,3,1998,32800.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Blue,Kombi,Zuzwil,Allrad,8,2002,75200.0,Km,car,"",null,null,null,null,null
Lamborghini,GALLARDO,LAMBORGHINI Gallardo Superleggera,Black,Coupé,Zuzwil,Allrad,6,2007,42000.0,Km,car,"",null,null,null,null,null
Audi,R8,AUDI R8 Coupé 4.2,Black,Coupé,Zuzwil,Allrad,10,2007,500.0,Km,car,"",null,null,null,null,null
Bentley,CONTINENTAL,BENTLEY Continental Supersports Conv.,Black,Cabriolet,Zuzwil,Allrad,1,2011,20000.0,Km,car,"",null,null,null,null,null
BMW,M6,BMW M6,Black,Coupé,Zuzwil,Hinterradantrieb,4,2005,58300.0,Km,car,"",null,null,null,null,null
Toyota,CELICA,TOYOTA Celica 2800 i Supra,Black,Coupé,Zuzwil,Hinterradantrieb,3,1983,54100.0,Km,car,"",null,null,null,null,null
BMW,323,BMW 323Ci,Black,Cabriolet,Zuzwil,Hinterradantrieb,6,2000,228000.0,Km,car,"",null,null,null,null,null
Audi,A4,AUDI A4 Avant 3.0 V6 quattro,Black,Kombi,Zuzwil,Allrad,7,2004,66100.0,Km,car,"",null,null,null,null,null
Mercedes,CLS 500,MERCEDES-BENZ CLS 500,Black,Limousine,Zuzwil,Hinterradantrieb,3,2005,66100.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,Zuzwil,Hinterradantrieb,1,1995,56500.0,Km,car,"",null,null,null,null,null
Mercedes,SL 600,MERCEDES-BENZ SL 600,Black,Cabriolet,Zuzwil,Hinterradantrieb,4,2003,70000.0,Km,car,"",null,null,null,null,null
Hummer,H3,HUMMER H3 3.5 Luxury,Blue,SUV / Geländewagen,Zuzwil,Allrad,1,2006,127700.0,Km,car,"",null,null,null,null,null
Bentley,CONTINENTAL,BENTLEY Continental GTC 6.0,Black,Cabriolet,Zuzwil,Allrad,7,2007,50900.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 5.0 V10 quattro,Black,Kombi,Zuzwil,Allrad,5,2008,38500.0,Km,car,"",null,null,null,null,null
BMW,740,BMW 740i,Black,Limousine,Zuzwil,Hinterradantrieb,7,1995,65400.0,Km,car,"",null,null,null,null,null
BMW,330,BMW 330Ci,Black,Coupé,Zuzwil,Hinterradantrieb,3,2001,79500.0,Km,car,"",null,null,null,null,null
MG,METRO,MG METRO 6R4 Gruppe B,Black,Coupé,Zuzwil,Allrad,2,1986,2500.0,Km,car,"",null,null,null,null,null
BMW,535,BMW 535i,Black,Limousine,Zuzwil,Hinterradantrieb,6,1996,86100.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,Zuzwil,Hinterradantrieb,7,1990,23800.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo,Black,SUV / Geländewagen,Zuzwil,Allrad,11,2004,69500.0,Km,car,"",null,null,null,null,null
BMW,M6,BMW M6,Black,Cabriolet,Zuzwil,Hinterradantrieb,4,2007,48000.0,Km,car,"",null,null,null,null,null
Maserati,QUATTROPORTE,MASERATI Quattroporte 4.2,Black,Limousine,Zuzwil,Hinterradantrieb,10,2007,21500.0,Km,car,"",null,null,null,null,null
Mercedes,CL 600,MERCEDES-BENZ CL 600,Blue,Coupé,Zuzwil,Hinterradantrieb,12,2003,29500.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Black,Kombi,Zuzwil,Allrad,12,2004,2300.0,Km,car,"",null,null,null,null,null
Mercedes,SL 600,MERCEDES-BENZ SL 600,Black,Cabriolet,Zuzwil,Hinterradantrieb,1,2008,29100.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera Cabrio,Black,Cabriolet,Zuzwil,Hinterradantrieb,12,1984,137700.0,Km,car,"",null,null,null,null,null
Lamborghini,DIABLO,LAMBORGHINI Diablo 5.7 VT Roadster,Black,Cabriolet,Porrentruy,Allrad,5,1998,13960.0,Km,car,"",null,null,null,null,null
Jeep,Grand Cherokee,JEEP Grand Cherokee 5.2 Ltd.,Black,SUV / Geländewagen,Zuzwil,Allrad,6,1997,61000.0,Km,car,"",null,null,null,null,null
BMW,730,BMW 730d,Black,Limousine,Zuzwil,Hinterradantrieb,11,2007,62000.0,Km,car,"",null,null,null,null,null
Mercedes,450,MERCEDES-BENZ 450 SLC,Black,Limousine,Zuzwil,null,8,1973,110200.0,Km,car,"",null,null,null,null,null
Renault,Alpine A110,RENAULT Alpine A110 1300,Black,Coupé,Zuzwil,Hinterradantrieb,7,1973,85000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 GT3,Black,Coupé,Zuzwil,Hinterradantrieb,8,1999,29800.0,Km,car,"",null,null,null,null,null
Mercedes,SL 600,MERCEDES-BENZ SL 600,Black,Cabriolet,Zuzwil,Hinterradantrieb,5,2003,13900.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Blue,Kombi,Zuzwil,Allrad,3,2003,88600.0,Km,car,"",null,null,null,null,null
Audi,A8,AUDI A8 4.2 quattro,Black,Limousine,Zuzwil,Allrad,12,2002,44000.0,Km,car,"",null,null,null,null,null
Yes!,"",YES! Roadster 3.2,Black,Cabriolet,Zuzwil,Hinterradantrieb,9,2007,9400.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera,Black,Coupé,Zuzwil,Hinterradantrieb,2,1984,108500.0,Km,car,"",null,null,null,null,null
VW,PHAETON,VW Phaeton 6.0 W12 4Motion,Black,Limousine,Zuzwil,Allrad,11,2002,175000.0,Km,car,"",null,null,null,null,null
Ferrari,F360,FERRARI F360 Modena Berlinetta,Black,Coupé,Zuzwil,Hinterradantrieb,10,1999,26200.0,Km,car,"",null,null,null,null,null
Audi,S5,AUDI S5 Coupé 4.2 FSI quattro,Black,Coupé,Zuzwil,Allrad,5,2008,67700.0,Km,car,"",null,null,null,null,null
Aston Martin,LAGONDA,ASTON MARTIN LAGONDA Shooting Brake,Black,Kombi,Safenwil,Hinterradantrieb,3,1987,39000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,Zuzwil,Hinterradantrieb,11,2001,20500.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Black,Kombi,Zuzwil,Allrad,7,2002,91100.0,Km,car,"",null,null,null,null,null
Lamborghini,AVENTADOR,LAMBORGHINI Aventador LP700-4 Rds,Black,Cabriolet,Porrentruy,Allrad,3,2014,1999.0,Km,car,"",null,null,null,null,null
Porsche,924,PORSCHE 924 Turbo,Blue,Coupé,Zuzwil,Hinterradantrieb,9,1981,114000.0,Km,car,"",null,null,null,null,null
Bentley,CONTINENTAL,BENTLEY Continental FlyingSpur6.0,Black,Limousine,Zuzwil,Allrad,2,2007,28000.0,Km,car,"",null,null,null,null,null
Rolls-Royce,Silver Spirit,ROLLS-ROYCE Silver Spirit Mk. I,Black,Limousine,Zuzwil,Hinterradantrieb,4,1983,99300.0,Km,car,"",null,null,null,null,null
McLaren,12C,McLAREN MP4-12C 3.8 V8,Black,Coupé,Zuzwil,Hinterradantrieb,6,2012,55.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo,Black,SUV / Geländewagen,Zuzwil,Allrad,4,2008,18200.0,Km,car,"",null,null,null,null,null
Land Rover,RANGE ROVER SPORT,LAND ROVER Range Rover Sport 5.0 V8 SC,Black,SUV / Geländewagen,Zuzwil,Allrad,9,2010,15000.0,Km,car,"",null,null,null,null,null
Mercedes,S 500,MERCEDES-BENZ S 500,Black,Limousine,Zuzwil,Hinterradantrieb,10,1999,51000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Black,Cabriolet,Zuzwil,Hinterradantrieb,8,2002,34500.0,Km,car,"",null,null,null,null,null
Audi,A8,AUDI A8 3.7,Black,Limousine,Zuzwil,Vorderradantrieb,6,1999,19900.0,Km,car,"",null,null,null,null,null
Mercedes,600-SERIES,MERCEDES-BENZ 611 DS,Black,Sattelschlepper,Zuzwil,Hinterradantrieb,4,1996,65400.0,Km,car,"",null,null,null,null,null
Audi,RS4,AUDI RS4 Avant 4.2 FSI quattro,Black,Kombi,Zuzwil,Allrad,3,2013,34200.0,Km,car,"",null,null,null,null,null
Renault,Alpine A110,RENAULT Alpine A110 1600 SX,Blue,Coupé,Zuzwil,Hinterradantrieb,7,1976,60000.0,Km,car,"",null,null,null,null,null
Mercedes,CL 63 AMG,MERCEDES-BENZ CL 63 AMG FAB DESIGN,Black,Coupé,Zuzwil,Hinterradantrieb,8,2008,35800.0,Km,car,"",null,null,null,null,null
Audi,RS4,AUDI RS4 Avant quattro,Black,Kombi,Zuzwil,Allrad,2,2001,72600.0,Km,car,"",null,null,null,null,null
Mercedes,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Black,Cabriolet,Zuzwil,Hinterradantrieb,4,2002,31200.0,Km,car,"",null,null,null,null,null
Lotus,ESPRIT,LOTUS Esprit 3.5 V8 SE,Black,Coupé,Zuzwil,Hinterradantrieb,6,2002,150.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo,Black,SUV / Geländewagen,Zuzwil,Allrad,5,2008,16500.0,Km,car,"",null,null,null,null,null
Renault,R12,RENAULT R12 Gordini,Black,Limousine,Zuzwil,null,4,1972,14873.0,Km,car,"",null,null,null,null,null
Toyota,DYNA,TOYOTA DYNA Bergungsfahrzeug,Black,Pick-up,Zuzwil,null,1,1981,26900.0,Km,car,"",null,null,null,null,null
Lamborghini,GALLARDO,LAMBORGHINI GallardoLP570-4CpéTecnica,Black,Coupé,St. Gallen,Allrad,9,2014,1700.0,Km,car,"",null,null,null,null,null
VW,TOUAREG,VW Touareg R50 V10,Black,SUV / Geländewagen,Zuzwil,Allrad,4,2008,108500.0,Km,car,"",null,null,null,null,null
Mercedes,SLK 200,MERCEDES-BENZ SLK 200 Kompressor,Black,Cabriolet,Zuzwil,Hinterradantrieb,10,2007,300.0,Km,car,"",null,null,null,null,null
Bentley,ARNAGE,BENTLEY Arnage Green Label,Blue,Limousine,Zuzwil,Hinterradantrieb,2,1999,44600.0,Km,car,"",null,null,null,null,null
Audi,S3,AUDI S3 quattro,Black,Limousine,Zuzwil,Allrad,3,2002,316200.0,Km,car,"",null,null,null,null,null
Chrysler,VIPER,CHRYSLER Viper RT/10,Black,Cabriolet,Zuzwil,Hinterradantrieb,4,1996,20000.0,Km,car,"",null,null,null,null,null
Mercedes,SLK 55 AMG,MERCEDES-BENZ SLK 55 AMG,Black,Cabriolet,Zuzwil,Hinterradantrieb,9,2012,19400.0,Km,car,"",null,null,null,null,null
Bentley,CONTINENTAL,BENTLEY Continental GT 6.0,Black,Coupé,Zuzwil,Allrad,1,2005,84000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,Zuzwil,Hinterradantrieb,7,1992,125600.0,Km,car,"",null,null,null,null,null
Lotus,ELISE,LOTUS Elise,Black,Cabriolet,Zuzwil,Hinterradantrieb,6,2001,75100.0,Km,car,"",null,null,null,null,null
Maserati,QUATTROPORTE,MASERATI Quattroporte 4.2,Black,Limousine,Zuzwil,Hinterradantrieb,5,2006,10600.0,Km,car,"",null,null,null,null,null
Mercedes,SL 600,MERCEDES-BENZ SL 600,Black,Cabriolet,Zuzwil,Hinterradantrieb,9,1992,108100.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500 Edition,Black,Cabriolet,Zuzwil,Hinterradantrieb,4,2000,51000.0,Km,car,"",null,null,null,null,null
Other,COUPÉ,HYUNDAI Coupé 2.7 24V FX,Black,Coupé,Zuzwil,Vorderradantrieb,4,2007,26900.0,Km,car,"",null,null,null,null,null
Mercedes,CLS 500,MERCEDES-BENZ CLS 500,Other,Limousine,Zuzwil,Hinterradantrieb,11,2004,120900.0,Km,car,"",null,null,null,null,null
Opel,SPEEDSTER,OPEL Speedster 2.2 16V,Blue,Cabriolet,Zuzwil,Hinterradantrieb,6,2004,9000.0,Km,car,"",null,null,null,null,null
Mercedes,ML 430,MERCEDES-BENZ ML 430,Black,SUV / Geländewagen,Zuzwil,Allrad,4,2001,16000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,Black,Cabriolet,Zuzwil,Hinterradantrieb,3,2005,15300.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 GT3,Black,Coupé,Zuzwil,Hinterradantrieb,7,2014,100.0,Km,car,"",null,null,null,null,null
Nissan,Skyline,NISSAN Skyline Rennwagen,Black,Coupé,Zuzwil,Allrad,1,2002,15000.0,Km,car,"",null,null,null,null,null
Bentley,CONTINENTAL,BENTLEY Continental GT Speed 6.0,Black,Coupé,Zuzwil,Allrad,5,2008,36900.0,Km,car,"",null,null,null,null,null
Mercedes,ML 500,MERCEDES-BENZ ML 500 4Matic,Black,SUV / Geländewagen,Zuzwil,Allrad,3,2007,1.0,Km,car,"",null,null,null,null,null
Ferrari,575M,FERRARI 575M,Black,Coupé,Zuzwil,Hinterradantrieb,1,2003,23100.0,Km,car,"",null,null,null,null,null
Mercedes,E 63 AMG,MERCEDES-BENZ E 63 AMG Avantgarde,Black,Limousine,Zuzwil,Hinterradantrieb,7,2007,39900.0,Km,car,"",null,null,null,null,null
Mercedes,CL 65 AMG,MERCEDES-BENZ CL 65 AMG,Black,Coupé,Zuzwil,Hinterradantrieb,2,2004,48300.0,Km,car,"",null,null,null,null,null
Bentley,CONTINENTAL,BENTLEY Continental GT 6.0,Black,Coupé,Zuzwil,Allrad,5,2005,142000.0,Km,car,"",null,null,null,null,null
Mercedes,SLR,MERCEDES-BENZ SLR McLaren Coupé,Blue,Coupé,Zuzwil,Hinterradantrieb,1,2005,26400.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Black,Coupé,Zuzwil,Hinterradantrieb,4,1994,41700.0,Km,car,"",null,null,null,null,null
Audi,RS4,AUDI RS4 Cabriolet 4.2 quattro,Black,Cabriolet,Zuzwil,Allrad,6,2006,34650.0,Km,car,"",null,null,null,null,null
Alfa Romeo,166,ALFA ROMEO 166 3.0 V6 24V Super,Black,Limousine,Zuzwil,Vorderradantrieb,2,1999,56400.0,Km,car,"",null,null,null,null,null
Alpina,3 SERIES,BMW-ALPINA B3 3.2 Coupé S.Tronic,Black,Coupé,Zuzwil,Hinterradantrieb,2,1997,99400.0,Km,car,"",null,null,null,null,null
Renault,ALPINE,RENAULT Alpine A310 V6,Black,Coupé,Zuzwil,Hinterradantrieb,7,1978,222300.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Black,Coupé,Zuzwil,Allrad,6,2003,85200.0,Km,car,"",null,null,null,null,null
BMW,540,BMW 540i,Black,Limousine,Zuzwil,Hinterradantrieb,7,1996,141000.0,Km,car,"",null,null,null,null,null
Matra,"",MATRA SIMCA Bagheera Serie II,Black,Coupé,Zuzwil,Hinterradantrieb,2,1979,52000.0,Km,car,"",null,null,null,null,null
Ferrari,456,FERRARI 456 GTA,Black,Coupé,Zuzwil,Hinterradantrieb,12,1996,52800.0,Km,car,"",null,null,null,null,null
Lamborghini,MURCIÉLAGO,LAMBORGHINI Murciélago 6.2 Coupé,Black,Coupé,Zuzwil,Allrad,6,2003,13500.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Blue,Coupé,Zuzwil,Allrad,11,2001,62900.0,Km,car,"",null,null,null,null,null
Renault,Alpine A110,RENAULT Alpine A110 1600 SC,Black,Coupé,Zuzwil,null,8,1973,40700.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Black,Coupé,Zuzwil,Allrad,1,2001,59500.0,Km,car,"",null,null,null,null,null
BMW,523,BMW 523i Touring,Black,Kombi,Zuzwil,Hinterradantrieb,9,1997,112300.0,Km,car,"",null,null,null,null,null
Ferrari,F430,FERRARI F430 Challenge GT3 LOOK,Black,Coupé,Zuzwil,Hinterradantrieb,6,2008,5000.0,Km,car,"",null,null,null,null,null
BMW,740,BMW 740i,Black,Limousine,Zuzwil,Hinterradantrieb,12,1996,65000.0,Km,car,"",null,null,null,null,null
BMW,M6,BMW M6,Black,Coupé,Zuzwil,Hinterradantrieb,10,2012,29600.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo Cabrio,Black,Cabriolet,Zuzwil,Allrad,4,2008,35500.0,Km,car,"",null,null,null,null,null
BMW,550,BMW 550i Touring,Black,Kombi,Zuzwil,Hinterradantrieb,4,2007,72000.0,Km,car,"",null,null,null,null,null
Bentley,ARNAGE,BENTLEY Arnage Red Label,Black,Limousine,Zuzwil,Hinterradantrieb,7,2001,21700.0,Km,car,"",null,null,null,null,null
Jeep,Grand Cherokee,JEEP Grand Cherokee 4.0 Ltd.,Black,SUV / Geländewagen,Zuzwil,Allrad,12,1996,126200.0,Km,car,"",null,null,null,null,null
Jaguar,XJ,JAGUAR XJ8 4.2 V8 Sovereign,Blue,Limousine,Zuzwil,Hinterradantrieb,11,2007,74000.0,Km,car,"",null,null,null,null,null
Rolls-Royce,CORNICHE,ROLLS-ROYCE CORNICHE III,Black,Cabriolet,Zuzwil,Hinterradantrieb,6,1990,47100.0,Km,car,"",null,null,null,null,null
Mercedes,SLS 63,MERCEDES-BENZ SLS 63 AMG,Black,Coupé,Zuzwil,Hinterradantrieb,7,2011,23000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 320,MERCEDES-BENZ SL 320,Black,Cabriolet,Zuzwil,Hinterradantrieb,4,2000,8900.0,Km,car,"",null,null,null,null,null
Other,Ram,DODGE Ram SRT-10,Black,Pick-up,Zuzwil,Hinterradantrieb,3,2006,41000.0,Km,car,"",null,null,null,null,null
Audi,RS4,AUDI RS4 Avant quattro,Black,Kombi,Zuzwil,Allrad,11,2000,51800.0,Km,car,"",null,null,null,null,null
BMW,X5,BMW X5 4.6is,Black,SUV / Geländewagen,Zuzwil,Allrad,6,2003,21800.0,Km,car,"",null,null,null,null,null
Lamborghini,DIABLO,LAMBORGHINI Diablo 5.7 SV,Black,Coupé,Porrentruy,Hinterradantrieb,7,1999,45700.0,Km,car,"",null,null,null,null,null
Fiat,SPIDER,FIAT SPIDER CSA,Black,Coupé,Zuzwil,Hinterradantrieb,7,1978,115100.0,Km,car,"",null,null,null,null,null
BMW,M5,BMW M5,Black,Limousine,Zuzwil,Hinterradantrieb,1,2012,12000.0,Km,car,"",null,null,null,null,null
Bentley,CONTINENTAL,BENTLEY Continental GTC 6.0,Black,Cabriolet,Zuzwil,Allrad,6,2009,76200.0,Km,car,"",null,null,null,null,null
Lamborghini,DIABLO,LAMBORGHINI Diablo 5.7,Blue,Coupé,Zuzwil,Hinterradantrieb,3,1993,26800.0,Km,car,"",null,null,null,null,null
Mercedes,"",MERCEDES-BENZ CLK DTM AMG Cabriolet,Black,Cabriolet,Zuzwil,null,6,2008,500.0,Km,car,"",null,null,null,null,null
Mercedes,S 63 AMG,MERCEDES-BENZ S 63 AMG,Black,Limousine,Zuzwil,Hinterradantrieb,6,2010,13200.0,Km,car,"",null,null,null,null,null
Maserati,GRANTURISMO,MASERATI GranTurismo S,Black,Coupé,Zuzwil,Hinterradantrieb,7,2009,45000.0,Km,car,"",null,null,null,null,null
Lamborghini,MURCIÉLAGO,LAMBORGHINI Murciélago LP670-4 SV Cpé,Black,Coupé,Zuzwil,Allrad,7,2009,9500.0,Km,car,"",null,null,null,null,null
Jaguar,XK,JAGUAR XKR S/C Convertible,Black,Cabriolet,Zuzwil,Hinterradantrieb,4,2000,107100.0,Km,car,"",null,null,null,null,null
Lamborghini,GALLARDO,LAMBORGHINI Gallardo 5.0 V10 Coupé,Black,Coupé,Zuzwil,Allrad,7,2004,36700.0,Km,car,"",null,null,null,null,null
Mercedes,"",MERCEDES-BENZ CL 5.8 BRABUS,Black,Coupé,Zuzwil,Hinterradantrieb,1,2000,33000.0,Km,car,"",null,null,null,null,null
BMW,X5,BMW X5 4.6is,Black,SUV / Geländewagen,Zuzwil,Allrad,8,2002,32900.0,Km,car,"",null,null,null,null,null
Mercedes,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,Black,Cabriolet,Zuzwil,Hinterradantrieb,9,2004,33613.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 4.0 TFSI V8 qu,Black,Kombi,Zuzwil,Allrad,3,2013,6000.0,Km,car,"",null,null,null,null,null
Alfa Romeo,GTV,ALFA ROMEO GTV 6 2.5,Blue,Coupé,Zuzwil,Hinterradantrieb,8,1984,75000.0,Km,car,"",null,null,null,null,null
